pl_name,pl_letter,pl_controv_flag,tran_flag,rv_flag,ttv_flag,ptv_flag,ast_flag,micro_flag,ima_flag,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbtper,pl_orbtper_systemref,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_msinie,pl_msinij,pl_dens,pl_eqt,pl_insol,pl_trandur,pl_trandep,pl_tranmid,pl_tranmid_systemref,pl_ratror,pl_ratdor,pl_imppar,pl_occdep,pl_rvamp,pl_projobliq,pl_trueobliq,pl_angsep,pl_nespec,pl_ntranspec,pl_ndispec,pl_pubdate,hostname,hd_name,hip_name,tic_id,gaia_dr2_id,gaia_dr3_id,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_rotp,st_vsin,st_radv,st_log_rhk,st_nphot,st_nrvc,st_nspec,sy_name,ra,dec,sy_dist,sy_plx,sy_pm,sy_pmra,sy_pmdec,sy_snum,sy_pnum,sy_mnum,cb_flag,sy_vmag,sy_bmag,sy_jmag,sy_hmag,sy_kmag,sy_gaiamag,sy_tmag,sy_kepmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,discoverymethod,disc_year,disc_facility,disc_instrument,disc_locale,disc_pubdate,disc_refname,planet_class,habitability_zone_est,calc_density
NGTS-13 b,b,0,1,1,0,0,0,0,0,4.119027,0.0549,0.086,88.7,-146.4,,,12.800678,1.142,1538.2972,4.84,1538.2972,4.84,Mass,,,4.02,1605.0,1096.0,5.2224,0.43,2458572.8247,BJD-TDB,,,0.156,,526.1,,,0.0848,0,0,0,,NGTS-13,,,TIC 454069765,Gaia DR2 5385076140853434752,Gaia DR3 5385076140853434752,,5819.0,1.788,1.3,0.25,4.04,0.5172,4.23,0.31,,6.2,29.34839,,0,0,0,NGTS-13,176.2402326,-38.1397158,647.595,1.51604,21.1492689,-21.1262,-0.987547,1,1,0,0,12.744,13.419,11.481,11.244,11.141,12.5691,12.1137,,,12.363,12.514,,11.095,11.148,11.125,9.333,Transit,2021,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2021-03,<a refstr=GRIEVES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...647A.180G/abstract target=ref>Grieves et al. 2021</a>,Gas Giant,Hot Zone,4.02
NGTS-14 A b,b,0,1,1,0,0,0,0,0,3.5357173,0.0403,0.0,86.7,,,,4.976796,0.444,29.24036,0.092,29.24036,0.092,Mass,,,1.395,1143.0,191.782,2.24,0.3116,2457502.5545,BJD-TDB,0.053,10.3,0.59,,13.2,,,0.125,0,0,0,,NGTS-14 A,,,TIC 197643976,Gaia DR2 6585082036193768832,Gaia DR3 6585082036193768832,K1 V,5187.0,0.842,0.898,0.1,4.2,-0.31088,5.9,2.00067,,1.2,30.2876,,0,0,0,NGTS-14,328.5174799,-38.3774193,322.148,3.07577,24.2900654,-23.6619,5.48833,2,1,0,0,13.268,14.093,11.813,11.386,11.305,13.0986,12.5638,,,12.989,12.751,,11.148,11.212,11.334,8.605,Transit,2021,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2021-02,<a refstr=SMITH_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.183S/abstract target=ref>Smith et al. 2021</a>,Neptune-like,Hot Zone,1.395
NGTS-15 b,b,0,1,1,0,0,0,0,0,3.27623,0.0441,0.0,,,,,12.32987877,1.1,238.689133657,0.751,238.68913366,0.751,Mass,,,0.74,1146.0,425.0,2.504,1.1304975,2458405.0558,BJD,0.119,10.0,0.509,,106.0,,,0.0561,0,0,0,,NGTS-15,,,TIC 1333933,Gaia DR2 4873830691665395584,Gaia DR3 4873830691665395584,G6 V,5600.0,0.954,0.995,0.15,4.4,-0.08571,3.28,1.615069,,2.0,34.68,,0,0,0,NGTS-15,73.3553101,-32.8003484,786.485,1.2425,5.8370032,5.68668,1.31616,1,1,0,0,14.669,15.294,13.341,12.967,12.907,14.4299,13.9636,,,,,,12.83,12.869,12.95,9.155,Transit,2021,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2021-07,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,Gas Giant,Hot Zone,0.74
NGTS-16 b,b,0,1,1,0,0,0,0,0,4.84532,0.0523,0.0,,,,,14.57167491,1.3,211.991547469,0.667,211.99154747,0.667,Mass,,,0.38,1177.0,480.0,3.061,,2458435.6054,BJD,0.11,9.29,0.807,,74.0,,,0.0582,0,0,0,,NGTS-16,,,TIC 166806344,Gaia DR2 4886825544715697792,Gaia DR3 4886825544715697792,G7 V,5550.0,1.213,1.002,0.35,4.35,0.11732,10.29,0.675583,,2.5,29.13,,0,0,0,NGTS-16,58.2639299,-30.8046405,898.168,1.08419,10.8322492,9.77224,-4.67343,1,1,0,0,14.529,15.14,13.09,12.735,12.647,14.2311,13.7428,,,,,,12.647,12.707,12.046,9.283,Transit,2021,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2021-07,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,Gas Giant,Hot Zone,0.38
NGTS-17 b,b,0,1,1,0,0,0,0,0,3.24253,0.0391,0.0,,,,,13.89913607,1.24,242.820902948,0.764,242.82090295,0.764,Mass,,,0.5,1457.0,1160.0,3.391,0.80330221,2458442.5219,BJD,0.095,6.28,0.688,,93.0,,,0.0376,0,0,0,,NGTS-17,,,TIC 1309019,Gaia DR2 4873225513593736960,Gaia DR3 4873225513593736960,G4 V,5650.0,1.337,1.025,0.15,4.0,0.2412,9.22,0.616308,,4.1,34.81,,0,0,0,NGTS-17,72.9005729,-34.2262128,1040.28,0.932059,11.8138267,-0.18992,-11.8123,1,1,0,0,14.412,15.043,13.114,12.867,12.724,14.2136,13.7671,,,,,,12.755,12.769,12.452,9.358,Transit,2021,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2021-07,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,Gas Giant,Hot Zone,0.5
NGTS-18 b,b,0,1,1,0,0,0,0,0,3.05125,0.0448,0.0,,,,,13.56286665,1.21,129.991818463,0.409,129.99181846,0.409,Mass,,,0.28,1381.0,845.0,3.601,0.94030926,2458564.4506,BJD,0.089,6.97,0.183,,62.0,,,0.0409,0,0,0,,NGTS-18,,,TIC 142211778,Gaia DR2 3462511310147530752,Gaia DR3 3462511310147530752,G5 V,5610.0,1.392,1.003,0.15,4.16,0.2703,10.84,0.53884,,0.5,5.19,,0,0,0,NGTS-18,180.5462193,-35.5486091,1096.19,0.883723,2.8374726,-2.41646,1.48727,1,1,0,0,14.588,15.322,13.265,12.888,12.87,14.3896,13.9069,,,,,,12.795,12.818,12.78,9.227,Transit,2021,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2021-07,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,Gas Giant,Hot Zone,0.28
NGTS-2 b,b,0,1,1,0,0,0,0,0,4.511164,0.063,0.0,88.5,,,,17.878355,1.595,235.1942,0.74,235.1942,0.74,Mass,,,0.226,1468.0,1085.35,4.651,1.117,2457759.1261,BJD,0.09619,7.714,,,65.8,,,0.177,0,4,0,,NGTS-2,,,TIC 125739286,Gaia DR2 6220602384081327104,Gaia DR3 6220602384081327104,F5 V,6478.0,1.702,1.64,-0.06,4.197,0.63077,2.17,0.477,,15.2,-26.3616,,0,0,0,NGTS-2,215.1227617,-31.2020698,356.391,2.77925,21.7526217,-21.7357,-0.857843,1,1,0,0,10.789,11.38,10.055,9.858,9.799,10.8605,10.5288,,,10.878,10.771,,9.759,9.767,9.74,9.327,Transit,2018,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2018-12,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,Gas Giant,Hot Zone,0.226
NGTS-20 b,b,0,1,1,0,0,0,0,0,54.18915,0.313,0.432,88.4,66.1,,,11.99360935,1.07,947.12865286,2.98,947.12865286,2.98,Mass,,,3.02,688.0,6.7645,4.55,0.3708,2458432.9798,BJD,0.0618,,0.846,,137.0,,,0.817,0,0,0,,NGTS-20,,,TIC 257527578,Gaia DR2 5078704372599743104,Gaia DR3 5078704372599743104,G1 IV,5980.0,1.78,1.47,0.15,3.8,0.64503,4.1,0.348,,8.0,,-5.01,0,0,0,NGTS-20,46.2926368,-21.9336472,382.898,2.58347,19.8744519,19.8453,-1.07606,1,1,0,0,11.233,11.758,10.143,9.879,9.83,11.0313,10.6509,,,,,,9.8,9.834,9.775,9.075,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,Space,2022-10,<a refstr=ULMER_MOLL_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A..46U/abstract target=ref>Ulmer-Moll et al. 2022</a>,Gas Giant,Hot Zone,3.02
NGTS-21 b,b,0,1,1,0,0,0,0,0,1.5433897,0.0236,0.0,83.85,90.0,,,14.90794433,1.33,750.07504052,2.36,750.07504052,2.36,Mass,,,1.25,1357.0,514.2853,1.95,2.54656223,2458228.77853,BJD-TDB,0.159,5.89,0.63,,506.0,,,0.0398,0,0,0,,NGTS-21,,,TIC 441422655,Gaia DR2 6779308394419726848,Gaia DR3 6779308394419726848,K3 V,4660.0,0.86,0.72,-0.26,4.63,-0.53854,10.02,1.62,17.89,,13.75,,0,0,0,NGTS-21,311.2583112,-35.4278412,592.891,1.65937,15.4860419,-13.3874,-7.78428,1,1,0,0,15.506,16.634,13.622,13.105,12.951,15.224,14.5499,,,,,,12.898,12.969,12.485,9.0,Transit,2022,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2022-12,<a refstr=ALVES_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.4447A/abstract target=ref>Alves et al. 2022</a>,Gas Giant,Hot Zone,1.25
NGTS-23 b,b,0,1,0,0,0,0,0,0,4.0764326,0.0504,0.0,89.12,,,,14.20177855,1.267,194.828813491,0.613,194.82881349,0.613,Mass,,,0.374,1327.0,815.7013,3.919,1.30331862,2458431.77134,BJD,0.1048,8.72,0.134,,78.0,,,0.0469,0,0,0,,NGTS-23,,,TIC 77287067,Gaia DR2 4816462091938129408,Gaia DR3 4816462091938129408,F9 V,6057.0,1.24,1.01,-0.26,4.04,0.2833,6.39,0.755,,1.46,,,0,0,0,NGTS-23,70.4322947,-40.0445299,1074.95,0.901091,12.3360162,0.844148,12.3071,1,1,0,0,14.126,14.572,13.056,12.797,12.73,13.9535,13.5861,,,,,,12.71,12.744,12.789,9.24,Transit,2022,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2023-02,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,Gas Giant,Hot Zone,0.374
NGTS-24 b,b,0,1,0,0,0,0,0,0,3.4678796,0.0479,0.0,82.61,,,,13.60770257,1.214,165.27077164,0.52,165.27077164,0.52,Mass,,,0.36,1499.0,391.83,2.929,0.477,2458100.6229,BJD,0.0768,6.37,0.821,,62.0,,,0.0701,0,0,0,,NGTS-24,,,TIC 151920165,Gaia DR2 5397086969654628864,Gaia DR3 5397086969654628864,G2 IV,5820.0,1.64,1.26,0.27,4.09,0.44592,4.77,0.406,,,,,0,0,0,NGTS-24,168.5638892,-37.9101328,683.062,1.43538,0.8338485,-0.632147,0.543777,1,1,0,0,13.214,13.97,11.879,11.577,11.51,13.0525,12.5695,,,,,,11.455,11.505,11.247,8.594,Transit,2022,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2023-02,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,Gas Giant,Hot Zone,0.36
NGTS-25 b,b,0,1,0,0,0,0,0,0,2.823093,0.0388,0.0,89.34,,,,11.46678726,1.023,203.092352073,0.639,203.09235207,0.639,Mass,,,0.74,1101.0,339.4356,2.466,,2458204.26373,BJD,0.1231,9.78,0.113,,100.0,,,0.0744,0,0,0,,NGTS-25,,,TIC 290742484,Gaia DR2 6682513094425008640,Gaia DR3 6682513094425008640,K0 V,5321.0,0.86,0.91,0.12,4.48,-0.29158,3.49,2.219,,1.96,,,0,0,0,NGTS-25,307.4182976,-39.0323568,521.233,1.89029,7.9329614,5.17449,6.01303,1,1,0,0,14.333,15.137,12.818,12.417,12.324,14.0864,13.546,,,,,,12.287,12.328,12.137,9.03,Transit,2022,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2023-02,<a refstr=JACKSON_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.4845J/abstract target=ref>Jackson et al. 2023</a>,Gas Giant,Hot Zone,0.74
NGTS-26 b,b,0,1,1,0,0,0,0,0,4.5199279,0.049,0.0,86.43,,,,14.88552637,1.328,92.805894844,0.292,92.80589484,0.292,Mass,,,0.153,1331.0,523.0,3.719,1.71730783,2457756.8314,BJD,0.1168,9.01,,,36.7,,,0.0448,0,0,0,,NGTS-26,,,TIC 392747437,Gaia DR2 6216644481523819776,Gaia DR3 6216644481523819776,,5550.0,1.16,0.96,0.2,4.1,0.10106,11.5,0.724635,,1.5,-28.35,,0,0,0,NGTS-26,217.6832961,-31.7324526,1093.69,0.886713,14.2157228,-11.3136,-8.60751,1,1,0,0,15.009,15.659,13.547,13.164,13.119,14.7261,14.2229,,,,,,13.055,13.097,12.718,9.35,Transit,2024,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2024-04,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,Gas Giant,Hot Zone,0.153
NGTS-27 b,b,0,1,1,0,0,0,0,0,3.3704181,0.0446,0.0,86.2,,,,15.64773706,1.396,188.472245351,0.593,188.47224535,0.593,Mass,,,0.266,1783.0,1680.0,4.888,0.561,2458540.6573,BJD,0.081,5.43,,,76.5,,,0.0473,0,0,0,,NGTS-27,,,TIC 305739565,Gaia DR2 6171451912217279872,Gaia DR3 6171451912217279872,,5700.0,1.77,1.07,0.0,4.05,0.51375,7.9,0.230136,,1.6,-22.9044,,0,0,0,NGTS-27,206.0265266,-32.5229747,942.122,1.0334,20.5033622,-20.4412,1.59537,1,1,0,0,13.523,14.207,12.248,11.858,11.859,13.3475,12.885,,,,,,11.823,11.862,11.746,9.255,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,Space,2024-04,<a refstr=BOUCHY_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A.201B/abstract target=ref>Bouchy et al. 2024</a>,Gas Giant,Hot Zone,0.266
NGTS-3 A b,b,0,1,1,0,0,0,0,0,1.6753728,0.023,,89.56,,,,16.58932,1.48,756.4354,2.38,756.4354,2.38,Mass,,,0.31,1434.44,1000.5679,2.3,2.68,2457620.1679,HJD,0.1638,6.49435,0.05,,-404.0,,,0.0309,0,0,0,,NGTS-3 A,,,TIC 124778445,Gaia DR2 2885350546895266432,Gaia DR3 2885350546895266432,G6 V,5600.0,0.93,1.017,0.12,4.44807,-0.144,,1.09,,1.0,8.566,,0,0,0,NGTS-3,94.4447595,-35.706364,743.972,1.31535,12.4519372,-8.83842,8.77115,2,1,0,0,14.669,15.451,13.281,12.965,12.814,14.4878,13.9819,,,14.423,14.252,,12.798,12.82,12.423,9.488,Transit,2018,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2018-08,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,Gas Giant,Hot Zone,0.31
NGTS-30 b,b,0,1,1,0,0,0,0,0,98.29838,0.408,0.294,89.483,3.4,,,10.40193409,0.928,305.11527072,0.96,305.11527072,0.96,Mass,,,1.49,500.0,172.857,6.13,1.0056,2459287.6,BJD,0.1045,,0.777,,46.1,,,1.71,0,0,0,,NGTS-30,,,TIC 322807371,Gaia DR2 3533836281547278848,Gaia DR3 3533836281547278848,,5455.0,0.913,0.94,-0.03,4.3,-0.18738,1.1,1.458,,3.5,,,0,0,0,NGTS-30,173.714867,-24.6054801,238.377,4.16669,54.8914865,23.7908,-49.4679,1,1,0,0,12.537,12.221,10.943,10.601,10.501,12.1755,11.6707,,,,,,10.475,10.512,10.491,8.297,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,Space,2024-06,<a refstr=BATTLEY_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.230B/abstract target=ref>Battley et al. 2024</a>,Gas Giant,Hot Zone,1.49
NGTS-31 b,b,0,1,1,0,0,0,0,0,4.162734,0.064,0.0,85.6,90.0,,,18.04645893,1.61,355.96781584,1.12,355.96781584,1.12,Mass,,,0.3,1410.0,643.0,3.319,1.287,2459039.1615,BJD,0.11,8.16,0.63,,146.63,,,0.129,0,0,0,,NGTS-31,,,TIC 167714124,Gaia DR2 4819647205325461888,Gaia DR3 4819647205326045824,,5710.0,1.7,0.96,0.0,4.43,0.443,9.97,0.585,,6.1,,,0,0,0,NGTS-31,80.4212533,-38.656827,497.376,,6.4882019,-4.6125,-4.56307,1,1,0,0,13.519,14.118,12.175,11.822,11.775,13.303,12.8482,,,,,,11.695,11.738,11.614,8.628,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,Space,2025-01,<a refstr=VINES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.2011V/abstract target=ref>Vines et al. 2025</a>,Gas Giant,Hot Zone,0.3
NGTS-32 b,b,0,1,1,0,0,0,0,0,3.31211,0.044,0.0,86.9,90.0,,,15.91675259,1.42,181.16219199,0.57,181.16219199,0.57,Mass,,,0.24,1750.0,1554.0,4.5870457,0.56292158,2459435.763,BJD,0.08,5.28,0.29,,75.17,,,0.0525,0,0,0,,NGTS-32,,,TIC 309694541,Gaia DR2 6305395724382388224,Gaia DR3 6305395724382388224,,5680.0,1.85,1.07,-0.03,4.09,0.47092,8.03,0.253,,6.6,,,0,0,0,NGTS-32,223.8576228,-18.4323191,837.457,1.16564,21.2387838,-21.1377,-2.06968,1,1,0,0,13.588,14.214,12.07,11.727,11.689,13.3116,12.8222,,,,,,11.651,11.681,11.819,8.869,Transit,2025,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2025-01,<a refstr=VINES_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.2011V/abstract target=ref>Vines et al. 2025</a>,Gas Giant,Hot Zone,0.24
NGTS-33 b,b,0,1,1,0,0,0,0,0,2.827972,0.048,0.0,83.94,90.0,,,18.38272835,1.64,1153.71711741,3.63,1153.71711741,3.63,Mass,,,0.19,1991.0,2620.0,2.62,1.4846,2459986.409,BJD-TDB,0.1146,6.99,0.74,,383.0,,,0.11,0,0,0,,NGTS-33,,,TIC 97921547,Gaia DR2 5590415817155428224,Gaia DR3 5590415817155428224,,7437.0,1.47,1.6,-0.11,4.26,0.77159,0.03,0.81,0.6654,,18.9,,0,0,0,TOI-6442,107.8333348,-35.8505185,437.855,2.25521,8.1866978,-5.05713,6.43797,1,1,0,0,11.604,11.841,10.607,10.475,10.408,11.3976,11.1007,,,,,,10.366,10.381,10.508,9.093,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,Space,2025-01,<a refstr=ALVES_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.1538A/abstract target=ref>Alves et al. 2025</a>,Gas Giant,Hot Zone,0.19
NGTS-34 b,b,0,1,1,0,0,0,0,0,43.12655,0.257,,88.874,,,,3.65,0.32563175,19.1,0.060095320554528,19.1,0.06009532,Mass,,,2.16,624.0,36.0339,5.255,,2459282.7925,BJD,0.0245,,0.796,,2.97,,,2.13,0,0,0,,NGTS-34,,,TIC 147277741,Gaia DR2 5387844681072434944,Gaia DR3 5387844681072434944,F8 V,6134.0,1.367,1.266,0.228,4.22,0.37658,2.7,0.677474,,,,-4.632,0,0,0,NGTS-34,162.4997176,-44.5478575,120.475,8.27168,66.8428609,-0.892662,-66.8369,1,1,0,0,9.229,9.839,8.228,7.994,7.925,9.13346,8.7504,,,,,,7.602,7.816,7.829,7.638,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,Space,2026-04,<a refstr=KENDALL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547f2189K/abstract target=ref>Kendall et al. 2026</a>,Sub-Neptune,Hot Zone,2.16
NGTS-35 b,b,0,1,1,0,0,0,0,0,25.241192,0.16,0.192,88.816,38.0,,,10.9,0.97243454,152.0,0.478245482947029,152.0,0.47824548,Mass,,,0.645,451.0,9.8437,2.958,1.6102969,2459334.02963,BJD,0.1317,,0.812,,40.8,,,0.874,0,0,0,,NGTS-35,,,TIC 333736132,Gaia DR2 3531943236058701824,Gaia DR3 3531943236058701824,K3.5 V,4717.0,0.753,0.789,0.085,4.57,-0.59688,1.5,2.459188,,,,-4.562,0,0,0,NGTS-35,170.276336,-26.0666162,183.078,5.4336,45.503662,-43.4516,-13.5108,1,1,0,0,13.059,14.075,11.181,10.68,10.556,12.7159,12.0742,,,,,,10.479,10.556,10.445,8.36,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,Space,2026-04,<a refstr=KENDALL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547f2189K/abstract target=ref>Kendall et al. 2026</a>,Gas Giant,Hot Zone,0.645
NGTS-38 b,b,0,1,1,0,0,0,0,0,180.52797,0.697,0.3086,,278.16,,,12.11690814,1.081,1516.04150139,4.77,1516.04150139,4.77,Mass,,,4.67,457.0,10.1316,14.86,,2459209.2282,BJD,0.0591,79.68127,0.8536,,137.3,,,2.59,0,0,0,,NGTS-38,,,TIC 65910228,Gaia DR2 5606317297918628992,Gaia DR3 5606317297918628992,,6310.0,1.88,1.46,0.33,4.06,0.69214,2.2,0.302,,12.0,20.0537,-5.06,0,0,0,NGTS-38,108.7147541,-29.4306223,268.637,3.69386,25.1402361,13.4541,-21.2372,1,1,0,0,10.225,10.819,9.251,9.01,8.938,10.1061,9.73414,,,,,,8.909,8.947,8.912,8.702,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,Space,2026-07,<a refstr=RODEL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.549g1061R/abstract target=ref>Rodel et al. 2026</a>,Gas Giant,Hot Zone,4.67
NGTS-39 b,b,0,1,1,0,0,0,0,0,58.20472,0.3077,0.386,,98.3,,,12.195371,1.088,466.254273069,1.467,466.25427307,1.467,Mass,,,1.411,519.0,16.7057,4.639,,2460157.03626,BJD,0.09651,57.11,0.639,,75.5,,,1.11,0,0,0,,NGTS-39,,,TIC 453147896,Gaia DR2 3156473342454773248,Gaia DR3 3156473342454773248,F9 V,6053.0,1.16,1.16,0.196,4.419,0.19912,2.2,0.969522,,4.0,42.11305,,0,0,0,NGTS-39,109.9386973,9.9412647,278.402,3.56406,10.5672862,-10.1227,-3.0329,1,1,0,0,11.568,12.019,10.475,10.187,10.197,11.4267,11.0255,,,,,,10.137,10.178,10.199,8.445,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,Space,2026-08,<a refstr=APERGIS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.550g1271A/abstract target=ref>Apergis et al. 2026</a>,Gas Giant,Hot Zone,1.411
NGTS-4 b,b,0,1,1,0,0,0,0,0,1.3373508,0.019,0.0,82.5,0.0,,,3.18,0.2837006,20.6,0.0648145234873989,20.6,0.06481452,Mass,,,3.45,1650.0,886.9841,1.8,0.12266761,2457607.9975,BJD-TDB,0.035,4.79,0.35,,13.7,,,0.0677,0,0,0,,NGTS-4,,,TIC 143143769,Gaia DR2 2891248292906892032,Gaia DR3 2891248292906892032,,5143.0,0.84,0.75,-0.28,4.5,-0.3533,,1.91,,2.75,111.2,,0,0,0,NGTS-4,89.5988945,-30.8117992,280.555,3.53558,18.420228,-16.8811,-7.37111,1,1,0,0,13.138,13.953,11.584,11.139,11.073,12.9092,12.3686,,,,,,11.029,11.092,10.983,8.759,Transit,2019,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2019-07,<a refstr=WEST_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.5094W/abstract target=ref>West et al. 2019</a>,Sub-Neptune,Hot Zone,3.45
NGTS-5 b,b,0,1,1,0,0,0,0,0,3.3569866,0.0382,0.0,86.6,,,,12.733424,1.136,72.78307,0.229,72.78307,0.229,Mass,,,0.194,952.0,101.253,2.21,2.624,2457740.35262,BJD-TDB,0.1579,11.111,,,41.0,,,0.125,0,0,0,,NGTS-5,,,TIC 368739874,Gaia DR2 1159042833731813760,Gaia DR3 1159042833731813760,K2 V,4987.0,0.739,0.661,0.12,4.52,-0.51087,,2.812251,,,-5.5225,,0,0,0,NGTS-5,221.0582692,5.6053735,306.779,3.23104,14.4327569,13.6503,-4.68762,1,1,0,0,13.789,14.706,12.117,11.708,11.612,13.526,12.9463,,16.4678,13.5645,13.3345,13.7249,11.526,11.575,11.829,9.367,Transit,2019,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2019-05,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uuml;ller et al. 2019</a>,Gas Giant,Hot Zone,0.194
NGTS-6 b,b,0,1,1,0,0,0,0,0,0.882059,0.01677,0.0,78.231,,,,14.863134,1.326,425.57437,1.339,425.57437,1.339,Mass,,,0.711,1283.9,983.4246,0.5759672,1.17554509,2457982.3784,BJD,0.18,4.784,0.976,,322.0,,,0.0544,0,0,0,,NGTS-6,,,TIC 1528696,Gaia DR2 4875693023844840448,Gaia DR3 4875693023844840448,,4730.0,0.754,0.767,0.11,4.7,-0.59176,9.77,3.9304,,2.851,-19.142,,0,0,0,NGTS-6,75.795382,-30.3994612,308.262,3.21508,23.8953587,-9.33853,-21.995,1,1,0,0,14.237,15.171,12.222,11.767,11.65,13.8175,13.1686,,,13.703,13.378,,11.555,11.636,11.424,8.899,Transit,2019,Next-Generation Transit Survey (NGTS),NGTS CCD array,Ground,2019-11,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,Gas Giant,Hot Zone,0.711
